va_loss,va_acc,va_precision,va_recall,va_specificity,va_f1,va_auc,va_mcc,te_loss,te_acc,te_precision,te_recall,te_specificity,te_f1,te_auc,te_mcc
0.29346418380737305,0.8964262008666992,0.913036048412323,0.877936601638794,0.9151808023452759,0.8951423764228821,0.9566824436187744,0.7934935688972473,0.28548532724380493,0.8961780071258545,0.9081405401229858,0.8805251121520996,0.9116968512535095,0.8941196203231812,0.9580856561660767,0.7926886677742004
0.2735418975353241,0.8988252878189087,0.8973543047904968,0.8978053331375122,0.8998202085494995,0.8975797891616821,0.9594401121139526,0.7976207137107849,0.2837927043437958,0.8940271139144897,0.8975206613540649,0.8914792537689209,0.8966149687767029,0.8944897651672363,0.9576869606971741,0.7880707383155823
0.28228798508644104,0.8965089321136475,0.9020100235939026,0.8899355530738831,0.9030975699424744,0.895932137966156,0.9574604034423828,0.7930919528007507,0.3035455346107483,0.8864162564277649,0.8927196860313416,0.8793274164199829,0.8935569524765015,0.8859729170799255,0.9533771872520447,0.7729295492172241
0.2866555452346802,0.892207145690918,0.8945807814598083,0.8912044763565063,0.8932265639305115,0.8928894400596619,0.9580002427101135,0.7844120264053345,0.2952556014060974,0.8922898769378662,0.897826075553894,0.8859735727310181,0.8986396789550781,0.8918604850769043,0.9548282027244568,0.7846544981002808
0.28192853927612305,0.8960126042366028,0.9032908082008362,0.8876423239707947,0.904430091381073,0.8953981995582581,0.9580737352371216,0.7921531796455383,0.2814299166202545,0.897998034954071,0.9004321694374084,0.8952239155769348,0.9007785320281982,0.8978204727172852,0.9587609767913818,0.796010434627533
0.2719810903072357,0.9008934497833252,0.9034448266029358,0.8986820578575134,0.9031239748001099,0.9010571241378784,0.9614511132240295,0.8017989993095398,0.2954365015029907,0.8945235013961792,0.8989290595054626,0.88896244764328,0.9000827074050903,0.893917977809906,0.9561811089515686,0.7890950441360474
0.27998587489128113,0.8981634974479675,0.8970015048980713,0.8947279453277588,0.9014586806297302,0.8958632946014404,0.9592912197113037,0.7962303161621094,0.28571009635925293,0.8937789797782898,0.902349591255188,0.8858171105384827,0.9019246697425842,0.8940069079399109,0.9573768973350525,0.787710428237915
0.2860100567340851,0.8959298729896545,0.8954302668571472,0.8948333263397217,0.8970105051994324,0.8951317071914673,0.9576013088226318,0.791847825050354,0.2999069392681122,0.892207145690918,0.8943997621536255,0.8919095993041992,0.8925108909606934,0.8931529521942139,0.9541696906089783,0.7844009399414062
0.2819940745830536,0.8989907503128052,0.9066643714904785,0.8880932331085205,0.9097484946250916,0.8972827196121216,0.957962691783905,0.7981119155883789,0.27742999792099,0.897998034954071,0.9017243981361389,0.89290452003479,0.9030713438987732,0.8972927927970886,0.959425151348114,0.7960292100906372
0.28310489654541016,0.8962607383728027,0.8984110951423645,0.8905830979347229,0.9017974138259888,0.8944799900054932,0.9575616717338562,0.792495608329773,0.28525200486183167,0.8971707224845886,0.8995625972747803,0.8922075629234314,0.9020508527755737,0.8958699703216553,0.9567849040031433,0.7943388819694519
0.28978973627090454,0.8936135172843933,0.90128093957901,0.8817042708396912,0.9052924513816833,0.8913851380348206,0.9561927318572998,0.7873442769050598,0.28491905331611633,0.8951852917671204,0.9056636095046997,0.8814544081687927,0.9088211059570312,0.8933950066566467,0.9573007225990295,0.7906293272972107
0.2888166308403015,0.8950198292732239,0.9013468027114868,0.8868643641471863,0.9031565189361572,0.8940469026565552,0.9569138884544373,0.7901372909545898,0.2822572886943817,0.897998034954071,0.9045334458351135,0.8928629755973816,0.9032690525054932,0.8986603021621704,0.9580870270729065,0.796064019203186
0.2860785722732544,0.891876220703125,0.898708701133728,0.8840316534042358,0.8997676968574524,0.8913097977638245,0.957109272480011,0.783866286277771,0.27612388134002686,0.9003970623016357,0.905113160610199,0.8943183422088623,0.9064617156982422,0.89968341588974,0.9590505361557007,0.8008480072021484
0.277524471282959,0.8971707224845886,0.9026812314987183,0.892781138420105,0.9016557931900024,0.8977038860321045,0.9594056010246277,0.7943910956382751,0.27685925364494324,0.8972534537315369,0.9030100107192993,0.890795111656189,0.9037504196166992,0.8968609571456909,0.9594842195510864,0.7945865392684937
0.2805934250354767,0.8946062326431274,0.9005200266838074,0.8874194025993347,0.9018049240112305,0.8939217329025269,0.9583024382591248,0.7892984747886658,0.2760770320892334,0.8979153037071228,0.9110924601554871,0.8849167227745056,0.9112713932991028,0.8978138566017151,0.9596176147460938,0.7962111830711365
0.2841108441352844,0.8954334855079651,0.8967400193214417,0.8943719863891602,0.8965002298355103,0.8955544829368591,0.9584589004516602,0.7908698320388794,0.2727840840816498,0.8986598253250122,0.8977234959602356,0.899950385093689,0.8973680138587952,0.8988355994224548,0.9612910151481628,0.7973218560218811
0.2863979935646057,0.8920416831970215,0.9022606611251831,0.8833197951316833,0.9010600447654724,0.8926897644996643,0.9571059346199036,0.7842786908149719,0.2827466130256653,0.8950198292732239,0.9021503329277039,0.8880866169929504,0.9020687341690063,0.8950632810592651,0.9578845500946045,0.7901502847671509
0.2726067304611206,0.8992389440536499,0.8990979194641113,0.897598385810852,0.9008535742759705,0.8983474969863892,0.9603412747383118,0.7984635829925537,0.2624732255935669,0.9011416435241699,0.9083458781242371,0.8935505151748657,0.9088186621665955,0.9008874297142029,0.9622544050216675,0.802402913570404
0.29495635628700256,0.8931998610496521,0.9020896553993225,0.8828962445259094,0.9035684466362,0.8923897743225098,0.956168532371521,0.786591112613678,0.28512001037597656,0.8976671099662781,0.9047864079475403,0.8854936361312866,0.9094911813735962,0.8950360417366028,0.957635760307312,0.7954038977622986
0.28607261180877686,0.896674394607544,0.9094147682189941,0.8823239207267761,0.9111776351928711,0.8956645131111145,0.9588553309440613,0.7937316298484802,0.2834720015525818,0.8970880508422852,0.9083137512207031,0.8860366344451904,0.9084059000015259,0.8970369100570679,0.9588283896446228,0.7944523692131042
0.29780152440071106,0.8934480547904968,0.8944923877716064,0.8921244144439697,0.8947716951370239,0.8933068513870239,0.9546805620193481,0.7868988513946533,0.2950722277164459,0.8928689360618591,0.8927614092826843,0.8905231356620789,0.895167887210846,0.891640841960907,0.9558586478233337,0.7857131361961365
0.2957960069179535,0.8902217149734497,0.8945645093917847,0.8888888955116272,0.8916007280349731,0.8917176723480225,0.9552329182624817,0.7804200053215027,0.296095609664917,0.8895598649978638,0.8906720280647278,0.8866699934005737,0.8924165368080139,0.8886665105819702,0.955059826374054,0.7791143655776978
0.27459582686424255,0.8958471417427063,0.8971152305603027,0.8933908939361572,0.8982855081558228,0.8952491879463196,0.9601573348045349,0.7916950583457947,0.2754954993724823,0.8979153037071228,0.9047699570655823,0.8885381817817688,0.9072182178497314,0.8965806365013123,0.9585190415382385,0.7959399223327637
0.2714531421661377,0.8970053195953369,0.9060143828392029,0.887721598148346,0.9064376354217529,0.8967747092247009,0.9599065780639648,0.794195294380188,0.2853333353996277,0.8959298729896545,0.9005534052848816,0.8898094296455383,0.9020320773124695,0.8951491713523865,0.9564954042434692,0.7919117212295532
0.2810622751712799,0.8965916633605957,0.9014415144920349,0.8903973698616028,0.9027777910232544,0.8958854079246521,0.9586873650550842,0.7932409644126892,0.2749384343624115,0.8973361849784851,0.9051550030708313,0.8879523873329163,0.906741738319397,0.8964712023735046,0.959164559841156,0.7948204874992371
0.2747785747051239,0.9016379714012146,0.9037148356437683,0.8987740278244019,0.9044944047927856,0.9012376666069031,0.9612324833869934,0.8032861948013306,0.2872565984725952,0.8961780071258545,0.8976351618766785,0.8911621570587158,0.9010612368583679,0.8943869471549988,0.9580247402191162,0.7923189997673035
0.2785052955150604,0.8959298729896545,0.8949107527732849,0.8969857692718506,0.8948760032653809,0.8959470391273499,0.9592492580413818,0.7918620705604553,0.2672199010848999,0.8999007344245911,0.9039718508720398,0.8943790197372437,0.9053987264633179,0.8991498351097107,0.9611146450042725,0.7998408079147339
0.28473588824272156,0.8939443826675415,0.9011081457138062,0.8856435418128967,0.9022893309593201,0.8933089375495911,0.9567282199859619,0.7880136370658875,0.2718677818775177,0.8968398571014404,0.8996282815933228,0.8907478451728821,0.9027982354164124,0.8951660394668579,0.9597653746604919,0.7936697602272034
0.2758934497833252,0.8980807662010193,0.899220883846283,0.8928691744804382,0.9031260013580322,0.896033763885498,0.9584559798240662,0.7961040735244751,0.29244017601013184,0.8930343985557556,0.9001814723014832,0.8880208134651184,0.8982166647911072,0.8940598368644714,0.9545608162879944,0.7861329913139343
0.29131805896759033,0.8932825922966003,0.8947023153305054,0.8938227295875549,0.8927318453788757,0.8942623138427734,0.9566841125488281,0.7865472435951233,0.2988600432872772,0.8931171298027039,0.8904587626457214,0.8943238854408264,0.8919317722320557,0.8923871517181396,0.9556995630264282,0.7862326502799988
